PMID,Abstract
39908951,"Climate change is increasing marine heatwaves (MHWs) frequency and severity worldwide. These extreme events often cause bivalves' mass mortality and facilitate the growth, proliferation and dispersion of toxin-producing microalgae blooms associated with threats to seafood safety. Yet, the interactive effects between MHW and uptake of marine biotoxins by biota are a novel topic still lacking thorough research, from both the ecotoxicological and seafood safety standpoints. This study assessed the effects of a MHW event on the accumulation/elimination dynamics of diarrhetic shellfish toxins in Mytilus galloprovincialis exposed to Prorocentrum lima and the ecotoxicological responses of mussels co-exposed to these two stressors. Results showed that acute exposure to +4 °C reduced toxins accumulation (-49 %) and elimination (-77 %) compared to control temperature. Moreover, exposure to MHW and toxins affected mussels' antioxidant activity, lipid and protein damage, and metabolism in a tissue-specific manner. These findings highlight that M. galloprovincialis can face higher vulnerability to toxins when MHW events strike."
39908902,"Scenario analysis plays a central role in estimating how global changes affect the relationships linking ecosystem conditions and functioning to human needs. This is particularly true for agroecosystems, which are pivotal to ensure sustainable land planning, ecological management and food security strategies. Soils are key providers of multiple ecosystem services (ES) in agroecosystems but they are very sensitive to global drivers such as changes in climate, land use and cover. How agroecosystems should achieve sustainability, through optimizing soil capacity to supply ES while limiting the occurrence of threats, is a priority of EU policy agendas. Nevertheless, there is currently a lack of a comprehensive framework of scenario-based approaches to assess changes in soil ES (SES) and soil threats (ST). As a part of the project SERENA funded by the European Joint Program on Agricultural Soil Management, this study aims to: i) understand how drivers of global change are commonly studied in the scientific literature; ii) identify how some SES and ST are assessed in scenario-based approaches; iii) provide a preliminary discussion on how soil properties are represented in these approaches. Through a systematic review of 230 published articles related to seven SES and ten ST, this study highlights that not all SES and ST are considered with the same frequency and geographic distribution in scenario-based approaches. Despite a great methodological variability in the assessment and mapping of SES and ST, dominant methodological trends can be identified. SES are mapped more frequently than ST and, specific SES appear more disposed to spatially explicit assessments than others. Due to its novelty and complexity, research on this topic is limited to a small subset of ST or SES and projections of the combined impacts of climate, land use and management changes on multiple ST and SES should be a scientific priority to help policy makers."
39907816,"Conduct a cross-sectional study to investigate the periodontal conditions and oral health behaviours among adult subjects with type one diabetes mellitus and compare them with those of a group of age- and gender-matched without diabetes. Furthermore, we also intend to evaluate the potential indicators of the risk for the development of periodontal disease."
39906168,"Despite the transformative power of gene editing for crop improvement, its widespread application across species and varieties is limited by the transformation bottleneck that exists for many crops. The genetic transformation of plants is hindered by a general reliance on in vitro regeneration through plant tissue culture. Tissue culture requires empirically determined conditions and aseptic techniques, and cannot easily be translated to recalcitrant species and genotypes. Both Agrobacterium-mediated and alternative transformation protocols are limited by a dependency on in vitro regeneration, which also limits their use by non-experts and hinders research into non-model species such as those of possible novel biopharmaceutical or nutraceutical use, as well as novel ornamental varieties. Hence, there is significant interest in developing tissue culture-independent plant transformation and gene editing approaches that can circumvent the bottlenecks associated with in vitro plant regeneration recalcitrance. Compared to tissue culture-based transformations, tissue culture-independent approaches offer advantages such as avoidance of somaclonal variation effects, with more streamlined and expeditious methodological processes. The ease of use, dependability, and accessibility of tissue culture-independent procedures can make them attractive to non-experts, outperforming classic tissue culture-dependent systems. This review explores the diversity of tissue culture-independent transformation approaches and compares them to traditional tissue culture-dependent transformation strategies. We highlight their simplicity and provide examples of recent successful transformations accomplished using these systems. Our review also addresses current limitations and explores future perspectives, highlighting the significance of these techniques for advancing plant research and crop improvement."
39904432,"Nanocellulose, a promising green material derived from various bio-sources, has potentiality on and off-site in the agricultural sector. Due to its special qualities, which include high strength, hydrophilicity, and biocompatibility, it is a material that may be used in a variety of industries, especially agriculture. This review explores in this article production processes, post-processing procedures, and uses of nanocellulose in soil fertility increment and sustainable agriculture. A variety of plant materials, agricultural waste, and even microbes can be used to isolate nanocellulose. Nanocellulose is produced using both top-down and bottom-up methods, each of which has benefits and limitations of its own. It can be applied as nano-biofertilizer in agriculture to enhance beneficial microbial activity, increase nutrient availability, and improve soil health. Moreover, nanocellulose can be used in fertilizer and pesticide formulations with controlled releases to increase efficacy and lessen environmental effects. Innovative approaches to sustainable agriculture are provided by nanocellulose technologies, which also support the UN's Sustainable Development Goals (SDGs), especially those pertaining to eradicating hunger and encouraging responsible consumption. Nanocellulose promotes climate action and ecosystem preservation by increasing resource efficiency and decreasing dependency on hazardous chemicals, ultimately leading to the development of a circular bioeconomy. Nonetheless, there are still issues with the high cost of production and the energy-intensive isolation procedures. Despite its various potentialities, challenges such as high production costs, environmental concerns, and regulatory issues must be addressed for nanocellulose to be widely adopted and effectively integrated into farming practices."
39900224,"Staphylococcus aureus (S. aureus) infections, especially methicillin resistant (MRSA), constitute an alarming public health issue due to its association with high mortality, morbidity, and hospitalization costs. The increasing antibiotic resistance and biofilm-associated infections of MRSA prompted the discovery of novel and more effective therapeutic strategies. Our team has been working on alternative therapies against S. aureus infections. For this, we have been repurposing an existing antibacterial drug, rifabutin (RFB), through its association to a nanotechnological platform, liposomes, aiming to promote a preferential targeting to infected sites and maximizing its potential antibacterial effect. The therapeutic potential of RFB formulations against a MRSA commercial strain (MRSA ATCC®-33592), either in planktonic or biofilm forms, was assessed. RFB displayed higher antibacterial effects towards biofilm than vancomycin (VCM), the gold standard treatment against MRSA infections, with MBIC50 values of 103 and > 800 μg/ml, respectively. Moreover, the antimicrobial effect of RFB-loaded liposomes demonstrated to be lipid composition-dependent based on MIC50 and MBIC50 values, which was also confirmed by confocal laser scanning microscopy. These studies supported that for positively charged RFB liposomes an electrostatic interaction at biofilm surface occurs without internalization. On the other hand, for RFB-loaded liposomes with neutral surface charge a high internalization within the biofilm was observed. Moreover, this RFB liposomal formulation has also demonstrated to be stable in human plasma, as more than 83 % of RFB was still associated to liposomes 24 h after incubation at 37 °C. The proof of concept of RFB formulations was assessed in MRSA systemic murine models of infection. Therapeutic effect and survival rates were evaluated for animals induced and treated with RFB in free and liposomal forms and compared with negative and positive controls. For the lower infection murine model, 100 % survival was achieved for all groups under study. However, in a higher infection model only for the group of animals treated with RFB incorporated in liposomes a 100 % survival was attained. In terms of bacterial burden, RFB formulations exhibited lower levels when compared to VCM, even using a lower therapeutic dose: 20 vs 40 mg/kg of body weight, respectively. Overall, RFB constitutes an alternative and effective therapeutic strategy towards MRSA infections, being this effect potentiated through its association to a lipid nanoplatform."
39899506,"Cultivated raspberries (Rubus idaeus L.) most commonly bear small, red, highly aromatic fruits. Their colour is derived predominantly from anthocyanins, water soluble polyphenolic pigments, but as well as red forms, there exist cultivars that display yellow- and apricot-coloured fruits. In this investigation, we used a multi-omics approach to elucidate the genetic basis of the apricot fruit colour in raspberry. Using metabolomics, we quantified anthocyanins in red and apricot raspberry fruits and demonstrated that, in contrast to red-fruited raspberries, fruits of the apricot cultivar 'Varnes' contain low concentrations of only a small number of anthocyanin compounds. By performing RNASeq, we revealed differential expression patterns in the apricot-fruited 'Varnes' for genes in the anthocyanin biosynthesis pathway and following whole genome sequencing using long-read Oxford Nanopore Technologies sequencing, we identified a CACTA-like transposable element (TE) in the second exon of the Anthocyanidin synthase (Ans) gene that caused a truncated predicted ANS protein. PCR confirmed the presence in heterozygous form of the transposon in an unrelated, red-fruited cultivar 'Veten', indicating apricot fruit colour is recessive to red and that it may be widespread in raspberry germplasm, potentially explaining why apricot forms appear at regular intervals in modern raspberry breeding populations."
39896271,"Agrotis ipsilon (Lepidoptera: Noctuidae) is a significant pest in Oregon grass seed and vegetable production systems. Effective management of this species relies on timely foliar insecticide applications targeting immature A. ipsilon larvae before crop damage is observed. Regionally specific phenological models serve as a critical component of effective areawide pest management plans to inform the timing of pest monitoring and management action. Seasonal modeling of A. ipsilon phenology is complicated by their migratory behavior and limited knowledge of temperature-dependent development on affected crop hosts. Growth chamber experiments at five constant temperatures (12 to 32°C) were conducted to determine the temperature-dependent development of A. ispsilon life stages on an artificial and perennial ryegrass diet. The completion of one A. ipsilon generation (egg-to-adult) required 658.71 ± 31.49, 601.98 ± 16.01, 648.47 ± 21.35 degree days with a base temperature threshold of 9.8°C for artificial diet, perennial ryegrass diet, and across both diet types, respectively. The timing of migrant adults was predicted with surface air temperature using non-linear regression with A. ipsilon abundance data collected from pheromone-baited traps in 77 total commercial grass seed (n = 57) and vegetable (n = 20) production fields across 19 sampling years (1996 to 2023). Developmental parameters and predictions of adult arrival were used to develop general and grass seed specific phenology model projections for A. ipsilon populations in Oregon. Regionally validated phenology models can be incorporated into decision support tools to forecast the spatiotemporal occurrence of crop-damaging life stages of priority insect pests."
39895949,"The growing incidence of chronic diseases such as cancer and the emergence of drug-resistant microorganisms constitute one of the greatest health challenges of the 21st century. Therefore, it is critical to search for new therapeutic alternatives. Moringa oleifera is a plant well known for the properties of its phytocomponents and its role has been analyzed in a variety of fields, from medicine to biotechnology."
39895663,"The evaluation of fruit genetic resources regarding a resistance to pathogens is an essential basis for subsequent selection in fruit breeding. Both genetic analysis and phenotyping of defined traits are important tools and provide decision data in the evaluation process. However, the phenotyping of plants is often carried out 'by hand' and remains the bottleneck in fruit breeding and fruit growing. The development of a digital and UAV (unmanned aerial vehicle)-based phenotyping method for the assessment of genotype-specific susceptibility or resistance against diseases in orchards would significantly increase the efficiency of plant breeding. In this framework, a workflow for drone-based monitoring of pathogens in orchards was developed using the European pear rust (Gymnosporangium sabinae) as model pathogen. Pear rust is widespread in orchards and causes conspicuous, clearly visible, yellow to orange-colored disease symptoms. In this paper, we provide a dataset with expert-annotated high-resolution RGB images with pear rust symptoms. For data collection, ten UAV-flight campaigns were realized between 2021 and 2023 under various weather conditions and with different flight parameters in the experimental orchard of the Julius Kühn-Institute for Breeding Research on Fruit Crops in Dresden-Pillnitz (Germany). 1394 images were captured of different pear genotypes, including varieties, wild species and progeny from breeding. The dataset contains manually labelled images with a size of 768 × 768 pixels of leaves infected with pear rust at different stages of development, labelled as class GYMNSA, as well as background images without symptoms. Each leaf with pear rust symptoms was annotated with the drawing method by two points (bounding boxes) using the Computer Vision Annotation Tool (CVAT, v1.1.0) [1] and presented in YOLO 1.1 file format (.txt files). A total of 584 annotated images and 162 background images, organized into a training and validation set, are included in the GYMNSA dataset. This GYMNSA dataset can be used as a resource for researchers and developers working on drone-based plant disease monitoring systems."
39895265,"The intestinal epithelium plays a pivotal role as a vital barrier between the external environment and the human body, regulating nutrient absorption and preventing the entry of harmful substances. The human oral exposure to silver nanoparticles (AgNP) raises concerns about their potential toxicity, especially at the intestinal level. The objective of this work was to investigate the potential pro-inflammatory effects of polyvinylpyrrolidone (PVP)-AgNP of two different sizes, 5 and 50 nm, at the intestinal level, while also assessing the protective ability of quercetin against these effects. To address this, an intestinal co-culture model comprising C2BBe1 cells and THP-1 derived macrophages was established, and the effects of 5 or 50 nm PVP-AgNP were studied, alone or in combination with quercetin, over two-time points, 4 and 24 hours. PVP-AgNP, of both sizes, disrupted the barrier integrity within 4 hours of exposure. However, a notable intensification in pro-inflammatory effects was evident only after 24 hours of exposure, especially with smaller PVP-AgNP (5 nm). This resulted in heightened cellular death, increased levels of reactive species, activation of nuclear factor kappa B (NF-кB), and production of interleukin (IL)-8. Quercetin demonstrates the ability to maintain barrier integrity and mitigate oxidative stress, thereby offering protection against the detrimental effects induced by AgNP at the intestinal level."
39893513,"The aim of this systematic work is a Strengths, Weaknesses, Opportunities, Threats (SWOT) analysis to select suitable medicinal plants for cultivation in the region of Baden-Wuerttemberg, Germany."
39893216,"Effect of modifying a vegetable grease with different amounts of chokeberry biocarbon on its tribological and rheological properties. The aim of the research was to investigate the effect of the incorporation of biochar derived from the pyrolysis of chokeberry biomass at 500 and 700 °C respectively, in lubricants formulated with vegetable oil, on their functional characteristics in terms of tribology and rheology. Fumed silicon dioxide was utilized as a thickening agent, ensuring the production of lubricants with a consistency class of II. The biochar was introduced into the lubricating formulations in concentrations of 1, 3, and 5%. A rapeseed-based grease with commercial activated carbon served as the reference sample. The research focused on assessing how this innovative additive influenced both the tribological and rheological behaviors of the resulting lubricants. The study evaluated the effects of chokeberry-derived biochar on the wear resistance and scuffing prevention properties of the vegetable-based greases. Additionally, the biochar's influence on various rheological parameters such as flow curves, viscosity profiles, hysteresis loops, and viscoelastic characteristics was analyzed. Results demonstrated that the biochar additive considerably enhanced the tribological and rheological performance of the tested rapeseed-based grease."
39921846,"Identifying metabolites produced by probiotic bacteria, also known as metabiotics, is becoming increasingly common due to their anti-inflammatory, anti-obesogenic, and immunomodulatory effects. Postbiotics alongside diet, regulate both physical and mental health, as the microbiota members can interact physically with host cells or through secretion of nutrients and metabiotics. These metabiotics also reduce the severity of certain metabolic disorders and support the proper functioning of various organs and systems. In this review, we describe the mechanisms of action of trans-vaccenic acid (TVA), indole-3-lactic acid (ILA), thiamine (vitamin B1), and butyric acid metabolites produced or induced by probiotics such as Lactobacillus and/or Bifidobacterium, among others and previously identified using analytical techniques such as mass spectrometry (LC-MS). Within their mechanisms of action, Trans-vaccenic acid exerts anti-inflammatory effects and helps alleviate complications associated with metabolic diseases. Indole metabolites promote IL-22 production and regulate epithelial cell proliferation and antimicrobial peptide production. Thiamin is essential for energy metabolism regulation, and butyric acid regulates the brain-gut axis and also regulates immune response. This review expands our understanding of the potential therapeutic use of metabiotics."
39921754,"Osteoarticular infections (OAI) are serious clinical conditions with Staphylococcus aureus and Coagulase-negative Staphylococcus (CoNS) responsible for up to two-thirds of cases. This work aimed to compare the epidemiological, clinical, and microbiological characteristics of OAI caused by S. aureus versus CoNS to aid in clinical management and infection control strategies."
39921728,"The LasR quorum sensing system regulates the virulence factors of Pseudomonas aeruginosa, a multi-drug resistant pathogen. Mangiferin and related compounds have been found to modulate this system as determined by in silico and in vitro experimental procedures. ZINCPharmer was used to compile a library of over 1000 metabolites that were screened to the top five based on shared pharmacophores and drug-like properties with mangiferin. Molecular docking and molecular dynamics simulation (140 ns) showed that ZINC E (- 55.64 ± 2.93 kcal/mol) and ZINC D (- 54.51 ± 2.82 kcal/mol) had significantly lower binding free energy compared to mangiferin-LasR (- 42.24 ± 3.94 kcal/mol) and the reference standard (azithromycin-LasR (- 40.01 ± 6.15 kcal/mol). ZINC D (95.16%) competed favorably with mangiferin (95.77%) as potential QS modulators at sub-minimum inhibitory concentrations relative to ZINC E (85.07%) and azithromycin (85.79%). These observations suggest mangiferin and related lead compounds as potential drug candidates for P. aeruginosa infection management."
39921723,"The use of a ketogenic diet (KD) in glioma is currently tested as an adjuvant treatment in standard chemotherapy regimens. The metabolic shift induced by the KD leads to the generation of ketone bodies that can influence glioma cells and the surrounding microenvironment, but the mechanisms have not yet been fully elucidated. Here, we investigated the potential involvement of glial cells as mediators of the KD-induced effects on tumor growth and survival rate in glioma-bearing mice. Specifically, we describe that exposing glioma-bearing mice to a KD or to β-hydroxybutyrate (β-HB), one of the main KD metabolic products, reduced glioma growth in vivo, induced a pro-inflammatory phenotype in astrocytes and increased functional glutamate transporters. Moreover, we described increased intracellular basal Ca2+ levels in GL261 glioma cells treated with β-HB or co-cultured with astrocytes. These data suggest that pro-inflammatory astrocytes triggered by β-HB can be beneficial in counteracting glioma proliferation and neuronal excitotoxicity, thus protecting brain parenchyma."
39921711,"This review discusses the DNA and RNA methylation pathways and their biological roles in Rosaceae developmental processes relevant for breeding and production. The Rosaceae is a plant family of great importance for human nutrition and health. Many traits and developmental processes of the Rosaceae are influenced by epigenetic methylation, functions of which are now being unravelled in several important species of this family. Methylation of DNA at the 5th position of cytosine (5mC) is a well-established epigenetic mark that affects important cellular processes such as gene expression and genome stability and is involved in a wide range of plant biological functions. Further to this, recent technological advances have uncovered other naturally occurring chemical modifications of DNA and RNA as additional layers of regulatory epigenetic information in plants. In this review we give a comprehensive summary of plant 5-methylcytosine DNA methylation mechanisms and review their components identified in species of the Rosaceae family. We detail and discuss the role of 5mC DNA methylation dynamics in Rosaceae developmental processes, including phase transition, bud development, bud dormancy, plant architecture, plant regeneration, fruit development, ripening and senescence. We then review recent advances in understanding the newly identified nucleic acid modifications, N6-adenosine methylation of DNA (6mA) and RNA (m6A) as additional epigenetic mechanisms. We summarise identified components of adenosine methylation pathways in the Rosaceae and discuss the emerging roles of this modification in plant development including recent findings in Rosaceous species. Integrating epigenetic aspects of plant development with plant genetics and physiology is crucial for understanding biological processes in Rosaceous plants."
39921709,"Hyperpigmentation is a commonly occurring skin problem, it affects people's quality of life by causing anxiety and depression in them. This systematic review aims to critically evaluate the evidence of the effectiveness of formulations utilized in clinical trials for treating hyperpigmentation (melasma and photoaging). A comprehensive search was conducted using the Scopus, PubMed, Google Scholar, and National Center for Biotechnology Information (NCBI) databases, encompassing literature available up to December 2023. Clinical trials employing various formulations to address skin hyperpigmentation effectively were included and subsequently analysed. Meta-analysis was conducted using IBM SPSS Statistics software (version 29.0.1.0 for window) guidelines. From 102 literatures, 07 clinical studies that follow the inclusion criteria were selected. A total of 337 participants underwent a clinical trial, where 198 participants received the drug and 153 received a placebo. Meta-analysis of 07 clinical studies indicated that employed formulations have a significant effect on treating skin hyperpigmentation {Odds Ratio (OR): 4.260, 95% Confidence Interval (CI) 2.244 to 8.087, Probability value (P) p < 0.001} than placebo. Across 07 clinical trials, heterogeneity was found to be low {Tau-Squared (µ2) = 0.46, Degree of Freedom (df) = 6, p = 0.001, i-Squared (I2) = 0.76}. Formulations assessed in the meta-analysis are Ziziphus jujuba (Z. jujuba) syrup, Amorphophallus konjac (A. konjac) capsules, herbal mixture cream, cysteamine cream, 4-hexyl-1,3-phenylenediol lotion, lignin peroxidase cream, and 0.1% tretinoin cream. 0.1% tretinoin cream shows the lowest effect size while A. konjac capsules show the highest effect size among all the included studies. Formulations used in clinical trials have proven to be effective and safe for controlling skin hyperpigmentation compared to placebo treatments. Among all the formulations, 0.1% tretinoin demonstrates lower efficacy, while A. konjac exhibits the highest efficacy in treating hyperpigmentation. This systematic review will guide researchers and dermatologists in selecting quality products from the available formulations."
39921679,"Lipid transfer proteins (LTPs) are small cysteine-rich soluble proteins that affect flower and seed development, cuticular wax deposition, and biotic and abiotic stress responses. We isolated an LTP-encoding gene homologous to LTPVAS in Nicotiana benthamiana and designated it LTP-VASCULAR TISSUE SIZE (NbLTPVAS). This gene was expressed in seeds, leaves, roots, and stems. Additionally, NbLTPVAS expression was induced by hypersensitive response (HR)-inducing agents. Cell death was accelerated and the phytopathogenic bacterial population decreased significantly in NbLTPVAS-silenced plants infected with the incompatible Ralstonia solanacearum strain 8107. The expression of HR marker gene hin1 in NbLTPVAS-silenced plants was markedly induced by R. solanacearum 8107, indicative of the acceleration of HR. HR cell death in NbLTPVAS-silenced plants was also promoted by the Agrobacterium-mediated expression of HR-inducing proteins including INF1, AvrA, and PopP1. Excessive production of reactive oxygen species (ROS) was detected in NbLTPVAS-silenced plants. The expression of NbrbohB (encoding a ROS-generating enzyme) also increased in NbLTPVAS-silenced plants, but the expression of the antioxidant enzyme-encoding genes NbSOD and NbAPX decreased. The silencing of both NbLTPVAS and NbrbohB adversely affected HR induction. Moreover, NbLTPVAS was secreted into the intercellular washing fluid. The transient expression of the full-length NbLTPVAS induced the expression of antioxidant genes, attenuated ROS production, and suppressed the induction of HR cell death. This is the first functional analysis of LTPVAS in plant-microbe interactions. Our study provides novel insights into the role of NbLTPVAS as a negative regulator of HR via ROS homeostasis in N. benthamiana."
39921597,"Osteoporosis is divided into primary and secondary types. Primary osteoporosis may result from estrogen deficiency in postmenopausal women, imbalanced bone remodeling in the elderly, or imbalanced adolescent-type bone development. Secondary osteoporosis can be caused by factors like long-term glucocorticoid treatment, chronic kidney disease (CKD), estrogen deprivation, oxidative stress, diabetes, and obesity. This review focuses on the therapeutic potential of soy isoflavones for osteoporosis. At the cellular level, soy isoflavones, as natural plant extracts and phytoestrogens, are crucial for osteoblastogenesis and differentiation, osteoclastogenesis, osteoclast mineralization, and bone marrow mesenchymal stromal cell differentiation. They also maintain calcium homeostasis by regulating extracellular calcium and vitamin D levels. In terms of oxidative stress, soy isoflavones mitigate it in the endoplasmic reticulum and mitochondria, thus regulating cellular senescence, autophagy, and bone remodeling processes. Moreover, soy isoflavones can relieve symptoms related to CKD and inhibit glucocorticoid secretion, which directly or indirectly benefits the treatment of osteoporosis. Overall, soy isoflavones have the potential to treat osteoporosis by enhancing bone health, regulating metabolism, and alleviating oxidative stress. Future research should explore the potential of soy isoflavones as phytoestrogens for treating osteoporosis. This exploration should focus on clarifying the safety, identifying potential side effects, determining the optimal dosage regimen, and developing strategies to mitigate any adverse reactions. In addition, further large-scale, multicenter human clinical trials are necessary to accurately evaluate the actual therapeutic effect of soy isoflavones on osteoporosis."
39921560,"Methylmercury (MeHg) is markedly toxic to humans. Our study explores whether MeHg and high-fat diet (HFD) can impair the intestinal barrier with microbiota dysbiosis in mice. Weanling mice were fed to HFD or standard diet for 40 days. In the last 20 days of diets, mice received either MeHg (20 mg/L) or drinking water. Proximal small intestine, cecum, and hair samples were collected. Villus length, crypt depth, villus/crypt length, mucin2 and lysozyme-positive cell counts, ZO-1 and occludin gene expression, and intestinal functional permeability were analyzed to assess the intestinal barrier. Blood samples were drawn to assess lipid parameters. Gut microbiome profiling was conducted with DNA from fecal/cecal samples. In addition, we analyzed ZO-1 immunofluorescence in the colon and small intestine. HFD increased MDA, Mucin2, and reduced villus height, crypt depth, villus/crypt length, lysozyme(+)-cell count, and increased intestinal permeability, regardless of MeHg intoxication. MeHg-HFD combination affected the intestinal barrier, decreasing ZO-1, occludin, and Nrf2 transcription, and increased permeability. HFD increased total plasma cholesterol and triglycerides. Only MeHg-HFD reduced microbiome alpha-diversity along with colonic ZO-1 immunolabeling loss compared to non-intoxicated mice fed a control diet. Regardless of diet, the genera Streptococcus, Psychrobacter, Facklamia, and Corynebacterium were severely depleted following MeHg intoxication. Other groups, such as Atopostipes and Jeotgalicoccus, were not altered by MeHg or HFD alone, but were significantly reduced by the combined HFD-MeHg. Synergistic effects of MeHg-HFD on the mucosa-associated microbiota are more pronounced than their individual effects. Our findings suggest that MeHg intoxication does not cause extensive dysbiosis but led to intestinal barrier disruption."
39921464,"Bone morphogenetic protein 10 (BMP-10) is crucial for endothelial cell signaling via activin receptor-like kinase 1 (ALK1), a pathway central to vascular homeostasis and angiogenesis. Dysregulated BMP-10 signaling contributes to cardiovascular diseases and cancer, highlighting the need to control ALK1-mediated endothelial responses to BMP-10 for therapeutic development. BMP-10 biosynthesis involves processing by proprotein convertases (PPCs) resulting in a non-covalently associated prodomain-growth factor (PD-GF) complex (CPLX), similar to other TGF-β superfamily ligands. However, the molecular requirements for BMP-10 bioactivity remain unclear. We investigated how PPC processing impacts BMP-10 structure, bioactivity, and its interaction with the extracellular matrix (ECM) protein fibrillin-1. Molecular dynamics simulations post-in silico cleavage of the BMP-10 dimer model as well as negative staining and transmission electron microscopy (TEM) revealed that PD processing increases BMP-10 flexibility converting it from a latent wide-angle conformation to a bioactive CPLX which can adopt a V-shape with tighter angle. Only processed BMP-10 demonstrated high potency in HUVEC and C2C12 cells and robust binding to immobilized BMP receptors. Circular dichroism and interaction studies revealed that the N-terminal region of the BMP-10 PD is rich in alpha-helical content, which is essential for efficient complexation with the BMP-10 GF. Binding studies and TEM analyses showed that only the processed BMP-10 CPLX interacts with the N-terminal region of fibrillin-1, causing a conformational change that renders it into a closed ring-shaped conformation. These findings suggest that PD processing induces specific folding events at the PD-GF interface, which is critical for BMP-10 bioactivity and its targeting to the ECM."
39921449,"ARMC5 is the most prevalent gene predisposing to Primary Bilateral Macronodular Adrenal Hyperplasia (PBMAH), but germline KDM1A variants have been identified in the rare PBMAH associated with food-dependent Cushing's syndrome (FDCS). The purpose of this work was to assess the frequency of KDM1A variants in a large series of PBMAH patients."
39921422,"Metasurfaces are the 2D counterparts of metamaterials, and their development is accelerating rapidly in the past years. This progress enables the creation of devices capable of uniquely manipulating light, with applications ranging from optical communications to remote biosensing. Metasurfaces are engineered by rational assembly of subwavelength elements, defined as meta-atoms, giving rise to unique physical properties arising from the collective behavior of meta-atoms. These meta-atoms are typically organized using effective, reproducible, and precise nanofabrication methods that require a lot of effort to achieve scalable and cost-effective metasurfaces. In contrast, bottom-up methods based on colloidal nanoparticles (NPs) have developed in the last decade as a fascinating alternative for accelerating the technological spread of metasurfaces. The present review takes stock of recent advances in the fabrication and applications of hybrid metasurfaces prepared by bottom-up methods, resulting in disordered metasurfaces. In particular, metasurfaces prepared with plasmonic NPs are emphasized for their multifold applications, which are discussed from a biotechnology perspective. However, some examples of organized metasurfaces prepared by merging bottom-up and top-down approaches are also described. Finally, leveraging the historical disordered metasurface evolution, the review draws new perspectives for random metasurface design and applications."
39921411,"Malaria vaccines are crucial for advancing public health and achieving malaria elimination. Currently, pre-erythrocytic vaccines like RTS, S/AS01 and R21/Matrix-M are in use, but their effectiveness is limited. Ongoing research on blood-stage vaccine candidates such as RH5, MSP1 and MSP3 has shown promising results. Incorporating a blood-stage vaccine could greatly enhance malaria control by targeting the symptomatic phase of the infection, providing additional protection alongside pre-erythrocytic vaccines and other control methods. Understanding the structural biology and immunological interactions of blood-stage antigens is essential for developing effective vaccines. Combining pre-erythrocytic and erythrocytic-stage vaccines could lead to better protection, improved public health outcomes and significant progress toward malaria elimination."
39921382,"Plants accumulate starch and triacylglycerols (TAGs) as carbon sources. Leaves primarily store starch in chloroplasts, with some TAGs stored in lipid droplets, but how carbon resource allocation is regulated in leaves during cellular metabolism is largely unknown. Using a forward genetics approach, we isolated an Arabidopsis thaliana mutant with more lipid droplets in its leaves than the wild type, named lipid rich 1 (liri1). The overaccumulation of lipid droplets was caused by the loss of function in the causal gene, encoding an uncharacterized protein. TAG levels were five-fold higher and starch levels two-fold lower in the leaves of liri1 than the wild type. LIRI1 localized to the chloroplasts, and the contents of chloroplast membrane lipids were 20% higher in liri1 leaves than in wild-type leaves. Co-immunoprecipitation assays revealed that LIRI1 interacts with acetyl-coenzyme A carboxylase carboxyltransferase alpha subunit (an enzyme for fatty acid biosynthesis) and starch synthase 4 (an enzyme for starch biosynthesis). In isotope tracer experiments using [1-13C]-sodium acetate, more 13C was incorporated into TAGs in liri1 leaves than in wild-type leaves. Moreover, liri1 plants showed growth defects and irregular chloroplasts. These results suggest that LIRI1 affects the carbon trade-off to inhibit lipid production in leaves."
39921338,"Etoposide is an inhibitor of DNA topoisomerase II, an enzyme essential for DNA transcription, replication, and chromosome segregation. It is well accepted that etoposide triggers cell death due to DNA damage. Our results indicate that multiple molecular mechanisms contribute to etoposide-induced apoptosis, including the overexpression of the mitochondrial voltage-dependent anion channel 1 (VDAC1) and its oligomerization, forming a mega-channel that releases pro-apoptotic proteins, thereby activating apoptosis. Etoposide induces C-terminal truncation of VDAC1 (VDAC1-ΔC) via the proteolytic actions of calpain-1 and asparagine endopeptidase (AEP). A calpain-specific inhibitor effectively prevented etoposide-induced VDAC1-ΔC formation, apoptosis, and the nuclear translocation of apoptosis-inducing factor (AIF). Additionally, etoposide upregulates the expression levels of apoptosis regulators (p53, Bax, p21, AIF) and of the proteases calpain and AEP. Etoposide-induced apoptosis and VDAC1 truncation are cell-type dependent and associated with calpain levels and activity. Etoposide-induced VDAC1-ΔC formation and apoptosis are tightly linked: as both display similar patterns of concentration- and time-dependence, both are inhibited by calpain and AEP inhibitors, as well as the VDAC1 oligomerization inhibitor VBIT-4, and are dependent on intracellular Ca2+. These findings highlight the complexity of etoposide's actions in different cellular contexts, suggest possible mechanisms of resistance, offer potential biomarkers for guiding etoposide treatment in cancer patients, and propose targeting VDAC1 and calpain as promising therapeutic strategies in cancer therapy."
