PMID,Abstract,Processed_abstract
39900224,"Staphylococcus aureus (S. aureus) infections, especially methicillin resistant (MRSA), constitute an alarming public health issue due to its association with high mortality, morbidity, and hospitalization costs. The increasing antibiotic resistance and biofilm-associated infections of MRSA prompted the discovery of novel and more effective therapeutic strategies. Our team has been working on alternative therapies against S. aureus infections. For this, we have been repurposing an existing antibacterial drug, rifabutin (RFB), through its association to a nanotechnological platform, liposomes, aiming to promote a preferential targeting to infected sites and maximizing its potential antibacterial effect. The therapeutic potential of RFB formulations against a MRSA commercial strain (MRSA ATCC®-33592), either in planktonic or biofilm forms, was assessed. RFB displayed higher antibacterial effects towards biofilm than vancomycin (VCM), the gold standard treatment against MRSA infections, with MBIC50 values of 103 and > 800 μg/ml, respectively. Moreover, the antimicrobial effect of RFB-loaded liposomes demonstrated to be lipid composition-dependent based on MIC50 and MBIC50 values, which was also confirmed by confocal laser scanning microscopy. These studies supported that for positively charged RFB liposomes an electrostatic interaction at biofilm surface occurs without internalization. On the other hand, for RFB-loaded liposomes with neutral surface charge a high internalization within the biofilm was observed. Moreover, this RFB liposomal formulation has also demonstrated to be stable in human plasma, as more than 83 % of RFB was still associated to liposomes 24 h after incubation at 37 °C. The proof of concept of RFB formulations was assessed in MRSA systemic murine models of infection. Therapeutic effect and survival rates were evaluated for animals induced and treated with RFB in free and liposomal forms and compared with negative and positive controls. For the lower infection murine model, 100 % survival was achieved for all groups under study. However, in a higher infection model only for the group of animals treated with RFB incorporated in liposomes a 100 % survival was attained. In terms of bacterial burden, RFB formulations exhibited lower levels when compared to VCM, even using a lower therapeutic dose: 20 vs 40 mg/kg of body weight, respectively. Overall, RFB constitutes an alternative and effective therapeutic strategy towards MRSA infections, being this effect potentiated through its association to a lipid nanoplatform.","staphylococcus aureus s. aureus infection , especially methicillin resistant mrsa , constitute alarming public health issue due association high mortality , morbidity , hospitalization cost . increasing antibiotic resistance biofilm-associated infection mrsa prompted discovery novel effective therapeutic strategy . team working alternative therapy s. aureus infection . , repurposing existing antibacterial drug , rifabutin rfb , association nanotechnological platform , liposome , aiming promote preferential targeting infected site maximizing potential antibacterial effect . therapeutic potential rfb formulation mrsa commercial strain mrsa atcc-33592 , either planktonic biofilm form , assessed . rfb displayed higher antibacterial effect towards biofilm vancomycin vcm , gold standard treatment mrsa infection , mbic50 value 103 > 800 g/ml , respectively . moreover , antimicrobial effect rfb-loaded liposome demonstrated lipid composition-dependent based mic50 mbic50 value , also confirmed confocal laser scanning microscopy . study supported positively charged rfb liposome electrostatic interaction biofilm surface occurs without internalization . hand , rfb-loaded liposome neutral surface charge high internalization within biofilm observed . moreover , rfb liposomal formulation also demonstrated stable human plasma , 83 % rfb still associated liposome 24 h incubation 37 c. proof concept rfb formulation assessed mrsa systemic murine model infection . therapeutic effect survival rate evaluated animal induced treated rfb free liposomal form compared negative positive control . lower infection murine model , 100 % survival achieved group study . however , higher infection model group animal treated rfb incorporated liposome 100 % survival attained . term bacterial burden , rfb formulation exhibited lower level compared vcm , even using lower therapeutic dose 20 v 40 mg/kg body weight , respectively . overall , rfb constitutes alternative effective therapeutic strategy towards mrsa infection , effect potentiated association lipid nanoplatform ."
39899506,"Cultivated raspberries (Rubus idaeus L.) most commonly bear small, red, highly aromatic fruits. Their colour is derived predominantly from anthocyanins, water soluble polyphenolic pigments, but as well as red forms, there exist cultivars that display yellow- and apricot-coloured fruits. In this investigation, we used a multi-omics approach to elucidate the genetic basis of the apricot fruit colour in raspberry. Using metabolomics, we quantified anthocyanins in red and apricot raspberry fruits and demonstrated that, in contrast to red-fruited raspberries, fruits of the apricot cultivar 'Varnes' contain low concentrations of only a small number of anthocyanin compounds. By performing RNASeq, we revealed differential expression patterns in the apricot-fruited 'Varnes' for genes in the anthocyanin biosynthesis pathway and following whole genome sequencing using long-read Oxford Nanopore Technologies sequencing, we identified a CACTA-like transposable element (TE) in the second exon of the Anthocyanidin synthase (Ans) gene that caused a truncated predicted ANS protein. PCR confirmed the presence in heterozygous form of the transposon in an unrelated, red-fruited cultivar 'Veten', indicating apricot fruit colour is recessive to red and that it may be widespread in raspberry germplasm, potentially explaining why apricot forms appear at regular intervals in modern raspberry breeding populations.","cultivated raspberry rubus idaeus l. commonly bear small , red , highly aromatic fruit . colour derived predominantly anthocyanins , water soluble polyphenolic pigment , well red form , exist cultivar display yellow- apricot-coloured fruit . investigation , used multi-omics approach elucidate genetic basis apricot fruit colour raspberry . using metabolomics , quantified anthocyanins red apricot raspberry fruit demonstrated , contrast red-fruited raspberry , fruit apricot cultivar varnes contain low concentration small number anthocyanin compound . performing rnaseq , revealed differential expression pattern apricot-fruited varnes gene anthocyanin biosynthesis pathway following whole genome sequencing using long-read oxford nanopore technology sequencing , identified cacta-like transposable element te second exon anthocyanidin synthase an gene caused truncated predicted an protein . pcr confirmed presence heterozygous form transposon unrelated , red-fruited cultivar veten , indicating apricot fruit colour recessive red may widespread raspberry germplasm , potentially explaining apricot form appear regular interval modern raspberry breeding population ."
39896271,"Agrotis ipsilon (Lepidoptera: Noctuidae) is a significant pest in Oregon grass seed and vegetable production systems. Effective management of this species relies on timely foliar insecticide applications targeting immature A. ipsilon larvae before crop damage is observed. Regionally specific phenological models serve as a critical component of effective areawide pest management plans to inform the timing of pest monitoring and management action. Seasonal modeling of A. ipsilon phenology is complicated by their migratory behavior and limited knowledge of temperature-dependent development on affected crop hosts. Growth chamber experiments at five constant temperatures (12 to 32°C) were conducted to determine the temperature-dependent development of A. ispsilon life stages on an artificial and perennial ryegrass diet. The completion of one A. ipsilon generation (egg-to-adult) required 658.71 ± 31.49, 601.98 ± 16.01, 648.47 ± 21.35 degree days with a base temperature threshold of 9.8°C for artificial diet, perennial ryegrass diet, and across both diet types, respectively. The timing of migrant adults was predicted with surface air temperature using non-linear regression with A. ipsilon abundance data collected from pheromone-baited traps in 77 total commercial grass seed (n = 57) and vegetable (n = 20) production fields across 19 sampling years (1996 to 2023). Developmental parameters and predictions of adult arrival were used to develop general and grass seed specific phenology model projections for A. ipsilon populations in Oregon. Regionally validated phenology models can be incorporated into decision support tools to forecast the spatiotemporal occurrence of crop-damaging life stages of priority insect pests.","agrotis ipsilon lepidoptera noctuidae significant pest oregon grass seed vegetable production system . effective management specie relies timely foliar insecticide application targeting immature a. ipsilon larva crop damage observed . regionally specific phenological model serve critical component effective areawide pest management plan inform timing pest monitoring management action . seasonal modeling a. ipsilon phenology complicated migratory behavior limited knowledge temperature-dependent development affected crop host . growth chamber experiment five constant temperature 12 32c conducted determine temperature-dependent development a. ispsilon life stage artificial perennial ryegrass diet . completion one a. ipsilon generation egg-to-adult required 658.71 31.49 , 601.98 16.01 , 648.47 21.35 degree day base temperature threshold 9.8c artificial diet , perennial ryegrass diet , across diet type , respectively . timing migrant adult predicted surface air temperature using non-linear regression a. ipsilon abundance data collected pheromone-baited trap 77 total commercial grass seed n = 57 vegetable n = 20 production field across 19 sampling year 1996 2023. developmental parameter prediction adult arrival used develop general grass seed specific phenology model projection a. ipsilon population oregon . regionally validated phenology model incorporated decision support tool forecast spatiotemporal occurrence crop-damaging life stage priority insect pest ."
39895949,"The growing incidence of chronic diseases such as cancer and the emergence of drug-resistant microorganisms constitute one of the greatest health challenges of the 21st century. Therefore, it is critical to search for new therapeutic alternatives. Moringa oleifera is a plant well known for the properties of its phytocomponents and its role has been analyzed in a variety of fields, from medicine to biotechnology.","growing incidence chronic disease cancer emergence drug-resistant microorganism constitute one greatest health challenge 21st century . therefore , critical search new therapeutic alternative . moringa oleifera plant well known property phytocomponents role analyzed variety field , medicine biotechnology ."
39895663,"The evaluation of fruit genetic resources regarding a resistance to pathogens is an essential basis for subsequent selection in fruit breeding. Both genetic analysis and phenotyping of defined traits are important tools and provide decision data in the evaluation process. However, the phenotyping of plants is often carried out 'by hand' and remains the bottleneck in fruit breeding and fruit growing. The development of a digital and UAV (unmanned aerial vehicle)-based phenotyping method for the assessment of genotype-specific susceptibility or resistance against diseases in orchards would significantly increase the efficiency of plant breeding. In this framework, a workflow for drone-based monitoring of pathogens in orchards was developed using the European pear rust (Gymnosporangium sabinae) as model pathogen. Pear rust is widespread in orchards and causes conspicuous, clearly visible, yellow to orange-colored disease symptoms. In this paper, we provide a dataset with expert-annotated high-resolution RGB images with pear rust symptoms. For data collection, ten UAV-flight campaigns were realized between 2021 and 2023 under various weather conditions and with different flight parameters in the experimental orchard of the Julius Kühn-Institute for Breeding Research on Fruit Crops in Dresden-Pillnitz (Germany). 1394 images were captured of different pear genotypes, including varieties, wild species and progeny from breeding. The dataset contains manually labelled images with a size of 768 × 768 pixels of leaves infected with pear rust at different stages of development, labelled as class GYMNSA, as well as background images without symptoms. Each leaf with pear rust symptoms was annotated with the drawing method by two points (bounding boxes) using the Computer Vision Annotation Tool (CVAT, v1.1.0) [1] and presented in YOLO 1.1 file format (.txt files). A total of 584 annotated images and 162 background images, organized into a training and validation set, are included in the GYMNSA dataset. This GYMNSA dataset can be used as a resource for researchers and developers working on drone-based plant disease monitoring systems.","evaluation fruit genetic resource regarding resistance pathogen essential basis subsequent selection fruit breeding . genetic analysis phenotyping defined trait important tool provide decision data evaluation process . however , phenotyping plant often carried hand remains bottleneck fruit breeding fruit growing . development digital uav unmanned aerial vehicle-based phenotyping method assessment genotype-specific susceptibility resistance disease orchard would significantly increase efficiency plant breeding . framework , workflow drone-based monitoring pathogen orchard developed using european pear rust gymnosporangium sabinae model pathogen . pear rust widespread orchard cause conspicuous , clearly visible , yellow orange-colored disease symptom . paper , provide dataset expert-annotated high-resolution rgb image pear rust symptom . data collection , ten uav-flight campaign realized 2021 2023 various weather condition different flight parameter experimental orchard julius khn-institute breeding research fruit crop dresden-pillnitz germany . 1394 image captured different pear genotype , including variety , wild specie progeny breeding . dataset contains manually labelled image size 768 768 pixel leaf infected pear rust different stage development , labelled class gymnsa , well background image without symptom . leaf pear rust symptom annotated drawing method two point bounding box using computer vision annotation tool cvat , v1.1.0 1 presented yolo 1.1 file format .txt file . total 584 annotated image 162 background image , organized training validation set , included gymnsa dataset . gymnsa dataset used resource researcher developer working drone-based plant disease monitoring system ."
39895265,"The intestinal epithelium plays a pivotal role as a vital barrier between the external environment and the human body, regulating nutrient absorption and preventing the entry of harmful substances. The human oral exposure to silver nanoparticles (AgNP) raises concerns about their potential toxicity, especially at the intestinal level. The objective of this work was to investigate the potential pro-inflammatory effects of polyvinylpyrrolidone (PVP)-AgNP of two different sizes, 5 and 50 nm, at the intestinal level, while also assessing the protective ability of quercetin against these effects. To address this, an intestinal co-culture model comprising C2BBe1 cells and THP-1 derived macrophages was established, and the effects of 5 or 50 nm PVP-AgNP were studied, alone or in combination with quercetin, over two-time points, 4 and 24 hours. PVP-AgNP, of both sizes, disrupted the barrier integrity within 4 hours of exposure. However, a notable intensification in pro-inflammatory effects was evident only after 24 hours of exposure, especially with smaller PVP-AgNP (5 nm). This resulted in heightened cellular death, increased levels of reactive species, activation of nuclear factor kappa B (NF-кB), and production of interleukin (IL)-8. Quercetin demonstrates the ability to maintain barrier integrity and mitigate oxidative stress, thereby offering protection against the detrimental effects induced by AgNP at the intestinal level.","intestinal epithelium play pivotal role vital barrier external environment human body , regulating nutrient absorption preventing entry harmful substance . human oral exposure silver nanoparticles agnp raise concern potential toxicity , especially intestinal level . objective work investigate potential pro-inflammatory effect polyvinylpyrrolidone pvp-agnp two different size , 5 50 nm , intestinal level , also assessing protective ability quercetin effect . address , intestinal co-culture model comprising c2bbe1 cell thp-1 derived macrophage established , effect 5 50 nm pvp-agnp studied , alone combination quercetin , two-time point , 4 24 hour . pvp-agnp , size , disrupted barrier integrity within 4 hour exposure . however , notable intensification pro-inflammatory effect evident 24 hour exposure , especially smaller pvp-agnp 5 nm . resulted heightened cellular death , increased level reactive specie , activation nuclear factor kappa b nf-b , production interleukin il-8 . quercetin demonstrates ability maintain barrier integrity mitigate oxidative stress , thereby offering protection detrimental effect induced agnp intestinal level ."
39893513,"The aim of this systematic work is a Strengths, Weaknesses, Opportunities, Threats (SWOT) analysis to select suitable medicinal plants for cultivation in the region of Baden-Wuerttemberg, Germany.","aim systematic work strength , weakness , opportunity , threat swot analysis select suitable medicinal plant cultivation region baden-wuerttemberg , germany ."
39893216,"Effect of modifying a vegetable grease with different amounts of chokeberry biocarbon on its tribological and rheological properties. The aim of the research was to investigate the effect of the incorporation of biochar derived from the pyrolysis of chokeberry biomass at 500 and 700 °C respectively, in lubricants formulated with vegetable oil, on their functional characteristics in terms of tribology and rheology. Fumed silicon dioxide was utilized as a thickening agent, ensuring the production of lubricants with a consistency class of II. The biochar was introduced into the lubricating formulations in concentrations of 1, 3, and 5%. A rapeseed-based grease with commercial activated carbon served as the reference sample. The research focused on assessing how this innovative additive influenced both the tribological and rheological behaviors of the resulting lubricants. The study evaluated the effects of chokeberry-derived biochar on the wear resistance and scuffing prevention properties of the vegetable-based greases. Additionally, the biochar's influence on various rheological parameters such as flow curves, viscosity profiles, hysteresis loops, and viscoelastic characteristics was analyzed. Results demonstrated that the biochar additive considerably enhanced the tribological and rheological performance of the tested rapeseed-based grease.","effect modifying vegetable grease different amount chokeberry biocarbon tribological rheological property . aim research investigate effect incorporation biochar derived pyrolysis chokeberry biomass 500 700 c respectively , lubricant formulated vegetable oil , functional characteristic term tribology rheology . fumed silicon dioxide utilized thickening agent , ensuring production lubricant consistency class ii . biochar introduced lubricating formulation concentration 1 , 3 , 5 % . rapeseed-based grease commercial activated carbon served reference sample . research focused assessing innovative additive influenced tribological rheological behavior resulting lubricant . study evaluated effect chokeberry-derived biochar wear resistance scuffing prevention property vegetable-based grease . additionally , biochars influence various rheological parameter flow curve , viscosity profile , hysteresis loop , viscoelastic characteristic analyzed . result demonstrated biochar additive considerably enhanced tribological rheological performance tested rapeseed-based grease ."
39921846,"Identifying metabolites produced by probiotic bacteria, also known as metabiotics, is becoming increasingly common due to their anti-inflammatory, anti-obesogenic, and immunomodulatory effects. Postbiotics alongside diet, regulate both physical and mental health, as the microbiota members can interact physically with host cells or through secretion of nutrients and metabiotics. These metabiotics also reduce the severity of certain metabolic disorders and support the proper functioning of various organs and systems. In this review, we describe the mechanisms of action of trans-vaccenic acid (TVA), indole-3-lactic acid (ILA), thiamine (vitamin B1), and butyric acid metabolites produced or induced by probiotics such as Lactobacillus and/or Bifidobacterium, among others and previously identified using analytical techniques such as mass spectrometry (LC-MS). Within their mechanisms of action, Trans-vaccenic acid exerts anti-inflammatory effects and helps alleviate complications associated with metabolic diseases. Indole metabolites promote IL-22 production and regulate epithelial cell proliferation and antimicrobial peptide production. Thiamin is essential for energy metabolism regulation, and butyric acid regulates the brain-gut axis and also regulates immune response. This review expands our understanding of the potential therapeutic use of metabiotics.","identifying metabolite produced probiotic bacteria , also known metabiotics , becoming increasingly common due anti-inflammatory , anti-obesogenic , immunomodulatory effect . postbiotics alongside diet , regulate physical mental health , microbiota member interact physically host cell secretion nutrient metabiotics . metabiotics also reduce severity certain metabolic disorder support proper functioning various organ system . review , describe mechanism action trans-vaccenic acid tva , indole-3-lactic acid ila , thiamine vitamin b1 , butyric acid metabolite produced induced probiotic lactobacillus and/or bifidobacterium , among others previously identified using analytical technique mass spectrometry lc-ms. within mechanism action , trans-vaccenic acid exerts anti-inflammatory effect help alleviate complication associated metabolic disease . indole metabolite promote il-22 production regulate epithelial cell proliferation antimicrobial peptide production . thiamin essential energy metabolism regulation , butyric acid regulates brain-gut axis also regulates immune response . review expands understanding potential therapeutic use metabiotics ."
39921754,"Osteoarticular infections (OAI) are serious clinical conditions with Staphylococcus aureus and Coagulase-negative Staphylococcus (CoNS) responsible for up to two-thirds of cases. This work aimed to compare the epidemiological, clinical, and microbiological characteristics of OAI caused by S. aureus versus CoNS to aid in clinical management and infection control strategies.","osteoarticular infection oai serious clinical condition staphylococcus aureus coagulase-negative staphylococcus con responsible two-thirds case . work aimed compare epidemiological , clinical , microbiological characteristic oai caused s. aureus versus con aid clinical management infection control strategy ."
39921728,"The LasR quorum sensing system regulates the virulence factors of Pseudomonas aeruginosa, a multi-drug resistant pathogen. Mangiferin and related compounds have been found to modulate this system as determined by in silico and in vitro experimental procedures. ZINCPharmer was used to compile a library of over 1000 metabolites that were screened to the top five based on shared pharmacophores and drug-like properties with mangiferin. Molecular docking and molecular dynamics simulation (140 ns) showed that ZINC E (- 55.64 ± 2.93 kcal/mol) and ZINC D (- 54.51 ± 2.82 kcal/mol) had significantly lower binding free energy compared to mangiferin-LasR (- 42.24 ± 3.94 kcal/mol) and the reference standard (azithromycin-LasR (- 40.01 ± 6.15 kcal/mol). ZINC D (95.16%) competed favorably with mangiferin (95.77%) as potential QS modulators at sub-minimum inhibitory concentrations relative to ZINC E (85.07%) and azithromycin (85.79%). These observations suggest mangiferin and related lead compounds as potential drug candidates for P. aeruginosa infection management.","lasr quorum sensing system regulates virulence factor pseudomonas aeruginosa , multi-drug resistant pathogen . mangiferin related compound found modulate system determined silico vitro experimental procedure . zincpharmer used compile library 1000 metabolite screened top five based shared pharmacophores drug-like property mangiferin . molecular docking molecular dynamic simulation 140 n showed zinc e - 55.64 2.93 kcal/mol zinc - 54.51 2.82 kcal/mol significantly lower binding free energy compared mangiferin-lasr - 42.24 3.94 kcal/mol reference standard azithromycin-lasr - 40.01 6.15 kcal/mol . zinc 95.16 % competed favorably mangiferin 95.77 % potential q modulators sub-minimum inhibitory concentration relative zinc e 85.07 % azithromycin 85.79 % . observation suggest mangiferin related lead compound potential drug candidate p. aeruginosa infection management ."
39921723,"The use of a ketogenic diet (KD) in glioma is currently tested as an adjuvant treatment in standard chemotherapy regimens. The metabolic shift induced by the KD leads to the generation of ketone bodies that can influence glioma cells and the surrounding microenvironment, but the mechanisms have not yet been fully elucidated. Here, we investigated the potential involvement of glial cells as mediators of the KD-induced effects on tumor growth and survival rate in glioma-bearing mice. Specifically, we describe that exposing glioma-bearing mice to a KD or to β-hydroxybutyrate (β-HB), one of the main KD metabolic products, reduced glioma growth in vivo, induced a pro-inflammatory phenotype in astrocytes and increased functional glutamate transporters. Moreover, we described increased intracellular basal Ca2+ levels in GL261 glioma cells treated with β-HB or co-cultured with astrocytes. These data suggest that pro-inflammatory astrocytes triggered by β-HB can be beneficial in counteracting glioma proliferation and neuronal excitotoxicity, thus protecting brain parenchyma.","use ketogenic diet kd glioma currently tested adjuvant treatment standard chemotherapy regimen . metabolic shift induced kd lead generation ketone body influence glioma cell surrounding microenvironment , mechanism yet fully elucidated . , investigated potential involvement glial cell mediator kd-induced effect tumor growth survival rate glioma-bearing mouse . specifically , describe exposing glioma-bearing mouse kd -hydroxybutyrate -hb , one main kd metabolic product , reduced glioma growth vivo , induced pro-inflammatory phenotype astrocyte increased functional glutamate transporter . moreover , described increased intracellular basal ca2+ level gl261 glioma cell treated -hb co-cultured astrocyte . data suggest pro-inflammatory astrocyte triggered -hb beneficial counteracting glioma proliferation neuronal excitotoxicity , thus protecting brain parenchyma ."
39921711,"This review discusses the DNA and RNA methylation pathways and their biological roles in Rosaceae developmental processes relevant for breeding and production. The Rosaceae is a plant family of great importance for human nutrition and health. Many traits and developmental processes of the Rosaceae are influenced by epigenetic methylation, functions of which are now being unravelled in several important species of this family. Methylation of DNA at the 5th position of cytosine (5mC) is a well-established epigenetic mark that affects important cellular processes such as gene expression and genome stability and is involved in a wide range of plant biological functions. Further to this, recent technological advances have uncovered other naturally occurring chemical modifications of DNA and RNA as additional layers of regulatory epigenetic information in plants. In this review we give a comprehensive summary of plant 5-methylcytosine DNA methylation mechanisms and review their components identified in species of the Rosaceae family. We detail and discuss the role of 5mC DNA methylation dynamics in Rosaceae developmental processes, including phase transition, bud development, bud dormancy, plant architecture, plant regeneration, fruit development, ripening and senescence. We then review recent advances in understanding the newly identified nucleic acid modifications, N6-adenosine methylation of DNA (6mA) and RNA (m6A) as additional epigenetic mechanisms. We summarise identified components of adenosine methylation pathways in the Rosaceae and discuss the emerging roles of this modification in plant development including recent findings in Rosaceous species. Integrating epigenetic aspects of plant development with plant genetics and physiology is crucial for understanding biological processes in Rosaceous plants.","review discus dna rna methylation pathway biological role rosaceae developmental process relevant breeding production . rosaceae plant family great importance human nutrition health . many trait developmental process rosaceae influenced epigenetic methylation , function unravelled several important specie family . methylation dna 5th position cytosine 5mc well-established epigenetic mark affect important cellular process gene expression genome stability involved wide range plant biological function . , recent technological advance uncovered naturally occurring chemical modification dna rna additional layer regulatory epigenetic information plant . review give comprehensive summary plant 5-methylcytosine dna methylation mechanism review component identified specie rosaceae family . detail discus role 5mc dna methylation dynamic rosaceae developmental process , including phase transition , bud development , bud dormancy , plant architecture , plant regeneration , fruit development , ripening senescence . review recent advance understanding newly identified nucleic acid modification , n6-adenosine methylation dna 6ma rna m6a additional epigenetic mechanism . summarise identified component adenosine methylation pathway rosaceae discus emerging role modification plant development including recent finding rosaceous specie . integrating epigenetic aspect plant development plant genetics physiology crucial understanding biological process rosaceous plant ."
39921709,"Hyperpigmentation is a commonly occurring skin problem, it affects people's quality of life by causing anxiety and depression in them. This systematic review aims to critically evaluate the evidence of the effectiveness of formulations utilized in clinical trials for treating hyperpigmentation (melasma and photoaging). A comprehensive search was conducted using the Scopus, PubMed, Google Scholar, and National Center for Biotechnology Information (NCBI) databases, encompassing literature available up to December 2023. Clinical trials employing various formulations to address skin hyperpigmentation effectively were included and subsequently analysed. Meta-analysis was conducted using IBM SPSS Statistics software (version 29.0.1.0 for window) guidelines. From 102 literatures, 07 clinical studies that follow the inclusion criteria were selected. A total of 337 participants underwent a clinical trial, where 198 participants received the drug and 153 received a placebo. Meta-analysis of 07 clinical studies indicated that employed formulations have a significant effect on treating skin hyperpigmentation {Odds Ratio (OR): 4.260, 95% Confidence Interval (CI) 2.244 to 8.087, Probability value (P) p < 0.001} than placebo. Across 07 clinical trials, heterogeneity was found to be low {Tau-Squared (µ2) = 0.46, Degree of Freedom (df) = 6, p = 0.001, i-Squared (I2) = 0.76}. Formulations assessed in the meta-analysis are Ziziphus jujuba (Z. jujuba) syrup, Amorphophallus konjac (A. konjac) capsules, herbal mixture cream, cysteamine cream, 4-hexyl-1,3-phenylenediol lotion, lignin peroxidase cream, and 0.1% tretinoin cream. 0.1% tretinoin cream shows the lowest effect size while A. konjac capsules show the highest effect size among all the included studies. Formulations used in clinical trials have proven to be effective and safe for controlling skin hyperpigmentation compared to placebo treatments. Among all the formulations, 0.1% tretinoin demonstrates lower efficacy, while A. konjac exhibits the highest efficacy in treating hyperpigmentation. This systematic review will guide researchers and dermatologists in selecting quality products from the available formulations.","hyperpigmentation commonly occurring skin problem , affect people quality life causing anxiety depression . systematic review aim critically evaluate evidence effectiveness formulation utilized clinical trial treating hyperpigmentation melasma photoaging . comprehensive search conducted using scopus , pubmed , google scholar , national center biotechnology information ncbi database , encompassing literature available december 2023. clinical trial employing various formulation address skin hyperpigmentation effectively included subsequently analysed . meta-analysis conducted using ibm spss statistic software version 29.0.1.0 window guideline . 102 literature , 07 clinical study follow inclusion criterion selected . total 337 participant underwent clinical trial , 198 participant received drug 153 received placebo . meta-analysis 07 clinical study indicated employed formulation significant effect treating skin hyperpigmentation odds ratio 4.260 , 95 % confidence interval ci 2.244 8.087 , probability value p p < 0.001 placebo . across 07 clinical trial , heterogeneity found low tau-squared 2 = 0.46 , degree freedom df = 6 , p = 0.001 , i-squared i2 = 0.76. formulation assessed meta-analysis ziziphus jujuba z. jujuba syrup , amorphophallus konjac a. konjac capsule , herbal mixture cream , cysteamine cream , 4-hexyl-1,3-phenylenediol lotion , lignin peroxidase cream , 0.1 % tretinoin cream . 0.1 % tretinoin cream show lowest effect size a. konjac capsule show highest effect size among included study . formulation used clinical trial proven effective safe controlling skin hyperpigmentation compared placebo treatment . among formulation , 0.1 % tretinoin demonstrates lower efficacy , a. konjac exhibit highest efficacy treating hyperpigmentation . systematic review guide researcher dermatologist selecting quality product available formulation ."
39921679,"Lipid transfer proteins (LTPs) are small cysteine-rich soluble proteins that affect flower and seed development, cuticular wax deposition, and biotic and abiotic stress responses. We isolated an LTP-encoding gene homologous to LTPVAS in Nicotiana benthamiana and designated it LTP-VASCULAR TISSUE SIZE (NbLTPVAS). This gene was expressed in seeds, leaves, roots, and stems. Additionally, NbLTPVAS expression was induced by hypersensitive response (HR)-inducing agents. Cell death was accelerated and the phytopathogenic bacterial population decreased significantly in NbLTPVAS-silenced plants infected with the incompatible Ralstonia solanacearum strain 8107. The expression of HR marker gene hin1 in NbLTPVAS-silenced plants was markedly induced by R. solanacearum 8107, indicative of the acceleration of HR. HR cell death in NbLTPVAS-silenced plants was also promoted by the Agrobacterium-mediated expression of HR-inducing proteins including INF1, AvrA, and PopP1. Excessive production of reactive oxygen species (ROS) was detected in NbLTPVAS-silenced plants. The expression of NbrbohB (encoding a ROS-generating enzyme) also increased in NbLTPVAS-silenced plants, but the expression of the antioxidant enzyme-encoding genes NbSOD and NbAPX decreased. The silencing of both NbLTPVAS and NbrbohB adversely affected HR induction. Moreover, NbLTPVAS was secreted into the intercellular washing fluid. The transient expression of the full-length NbLTPVAS induced the expression of antioxidant genes, attenuated ROS production, and suppressed the induction of HR cell death. This is the first functional analysis of LTPVAS in plant-microbe interactions. Our study provides novel insights into the role of NbLTPVAS as a negative regulator of HR via ROS homeostasis in N. benthamiana.","lipid transfer protein ltps small cysteine-rich soluble protein affect flower seed development , cuticular wax deposition , biotic abiotic stress response . isolated ltp-encoding gene homologous ltpvas nicotiana benthamiana designated ltp-vascular tissue size nbltpvas . gene expressed seed , leaf , root , stem . additionally , nbltpvas expression induced hypersensitive response hr-inducing agent . cell death accelerated phytopathogenic bacterial population decreased significantly nbltpvas-silenced plant infected incompatible ralstonia solanacearum strain 8107. expression hr marker gene hin1 nbltpvas-silenced plant markedly induced r. solanacearum 8107 , indicative acceleration hr . hr cell death nbltpvas-silenced plant also promoted agrobacterium-mediated expression hr-inducing protein including inf1 , avra , popp1 . excessive production reactive oxygen specie ro detected nbltpvas-silenced plant . expression nbrbohb encoding ros-generating enzyme also increased nbltpvas-silenced plant , expression antioxidant enzyme-encoding gene nbsod nbapx decreased . silencing nbltpvas nbrbohb adversely affected hr induction . moreover , nbltpvas secreted intercellular washing fluid . transient expression full-length nbltpvas induced expression antioxidant gene , attenuated ro production , suppressed induction hr cell death . first functional analysis ltpvas plant-microbe interaction . study provides novel insight role nbltpvas negative regulator hr via ro homeostasis n. benthamiana ."
